BGC0000024	cae02601.1	CAE02601.1
BGC0000024	cae02603.1	CAE02603.1
BGC0000026	aak83178.1	AAK83178.1
BGC0000026	aak83178.1	AAK83178.1
BGC0000026	aak83194.1	AAK83194.1
BGC0000026	aak83194.1	AAK83194.1
BGC0000027	2362mppks5	2362MpPKS5
BGC0000031	cae45672.1	CAE45672.1
BGC0000031	cae45672.1	CAE45672.1
BGC0000031	cae45660.1	CAE45660.1
BGC0000031	cae45660.1	CAE45660.1
BGC0000038	sco6273	SCO6273
BGC0000038	sco6273	SCO6273
BGC0000046	acz57548.1	ACZ57548.1
BGC0000055	sace_0729	SACE_0729
BGC0000055	sace_0729	SACE_0729
BGC0000065	ade22339.1	ADE22339.1
BGC0000090	MbcM	mbcM
BGC0000090	MbcJ	mbcJ
BGC0000090	MbcD	mbcD
BGC0000090	MbcB	mbcB
BGC0000090	MbcT	mbcT
BGC0000090	MbcP	mbcP
BGC0000090	MbcAII	mbcAII
BGC0000090	MbcS	mbcS
BGC0000090	MbcH	mbcH
BGC0000090	MbcI	mbcI
BGC0000090	MbcK	mbcK
BGC0000090	MbcQ	mbcQ
BGC0000090	MbcAIII	mbcAIII
BGC0000090	MbcL	mbcL
BGC0000090	MbcN	mbcN
BGC0000090	MbcO	mbcO
BGC0000090	MbcE	mbcE
BGC0000090	MbcRII	mbcRII
BGC0000090	MbcG	mbcG
BGC0000090	MbcAI	mbcAI
BGC0000090	MbcF	mbcF
BGC0000090	MbcC	mbcC
BGC0000090	MbcU	mbcU
BGC0000104	ady00130.1	ADY00130.1
BGC0000104	ady00128.1	ADY00128.1
BGC0000115	NysC	nysC
BGC0000115	NysDIII	nysDIII
BGC0000115	NysDII	nysDII
BGC0000115	NysRI	nysRI
BGC0000115	NysF	nysF
BGC0000115	NysRII	nysRII
BGC0000115	NysJ	nysJ
BGC0000115	NysI	nysI
BGC0000115	NysRIII	nysRIII
BGC0000115	NysM	nysM
BGC0000115	NysA	nysA
BGC0000115	NysDI	nysDI
BGC0000115	NysL	nysL
BGC0000115	NysH	nysH
BGC0000115	NysK	nysK
BGC0000115	NysG	nysG
BGC0000115	NysB	nysB
BGC0000115	NysE	nysE
BGC0000115	NysN	nysN
BGC0000115	aaf71768.1	AAF71768.1
BGC0000115	aaf71768.1	AAF71768.1
BGC0000115	aaf71777.1	AAF71777.1
BGC0000115	aaf71777.1	AAF71777.1
BGC0000151	samR0475	SAMR0475
BGC0000151	samRCDS1	SAMRCDS1
BGC0000154	tsta_117740	TSTA_117740
BGC0000154	tsta_117800	TSTA_117800
BGC0000154	tsta_117750	TSTA_117750
BGC0000154	tsta_117750	TSTA_117750
BGC0000161	ateg_00145	ATEG_00145
BGC0000165	tiae	tiaE
BGC0000165	tiae	tiaE
BGC0000171	smde	smdE
BGC0000171	smde	smdE
BGC0000175	afo59863.1	AFO59863.1
BGC0000175	afo59863.1	AFO59863.1
BGC0000178	aec04348.1	AEC04348.1
BGC0000178	aec04348.1	AEC04348.1
BGC0000178	aec04349.1	AEC04349.1
BGC0000178	aec04349.1	AEC04349.1
BGC0000178	aec04364.1	AEC04364.1
BGC0000178	aec04364.1	AEC04364.1
BGC0000182	mupj	mupJ
BGC0000182	mmpe	mmpE
BGC0000182	mupu	mupU
BGC0000182	mupc	mupC
BGC0000182	muph	mupH
BGC0000182	mupt	mupT
BGC0000182	mupf	mupF
BGC0000182	mupw	mupW
BGC0000182	mupo	mupO
BGC0000182	mupg	mupG
BGC0000182	macpc	macpC
BGC0000182	mupv	mupV
BGC0000182	mupk	mupK
BGC0000182	macpe	macpE
BGC0000184	SorA	sorA
BGC0000184	SorG	sorG
BGC0000184	SorI	sorI
BGC0000184	SorH	sorH
BGC0000184	adn68489.1	ADN68489.1
BGC0000184	adn68489.1	ADN68489.1
BGC0000187	adi58644.1	ADI58644.1
BGC0000187	adi58644.1	ADI58644.1
BGC0000187	adi58645.1	ADI58645.1
BGC0000187	adi58628.1	ADI58628.1
BGC0000187	adi58638.1	ADI58638.1
BGC0000187	adi58646.1	ADI58646.1
BGC0000187	adi58648.1	ADI58648.1
BGC0000187	adi58643.1	ADI58643.1
BGC0000187	adi58643.1	ADI58643.1
BGC0000187	adi58629.1	ADI58629.1
BGC0000187	adi58630.1	ADI58630.1
BGC0000187	adi58647.1	ADI58647.1
BGC0000187	adi58653.1	ADI58653.1
BGC0000187	adi58653.1	ADI58653.1
BGC0000187	adi58632.1	ADI58632.1
BGC0000187	adi58631.1	ADI58631.1
BGC0000187	adi58650.1	ADI58650.1
BGC0000187	adi58634.1	ADI58634.1
BGC0000187	adi58649.1	ADI58649.1
BGC0000187	adi58635.1	ADI58635.1
BGC0000189	xbj1_3900	XBJ1_3900
BGC0000189	xbj1_3898	XBJ1_3898
BGC0000194	sco5087	SCO5087
BGC0000195	aci88874.1	ACI88874.1
BGC0000195	aci88873.1	ACI88873.1
BGC0000195	aci88875.1	ACI88875.1
BGC0000195	aci88870.1	ACI88870.1
BGC0000197	abl09959.1	ABL09959.1
BGC0000198	wp_029025959.1	WP_029025959.1
BGC0000198	wp_029025958.1	WP_029025958.1
BGC0000199	aha81978.1	AHA81978.1
BGC0000199	aha81979.1	AHA81979.1
BGC0000199	aha81977.1	AHA81977.1
BGC0000200	ahx24701.1	AHX24701.1
BGC0000200	ahx24702.1	AHX24702.1
BGC0000200	ahx24703.1	AHX24703.1
BGC0000201	ack77744.1	ACK77744.1
BGC0000201	ack77743.1	ACK77743.1
BGC0000201	aie41917.1	AIE41917.1
BGC0000204	cam58798.1	CAM58798.1
BGC0000206	cah10161.1	CAH10161.1
BGC0000210	cae17526.1	CAE17526.1
BGC0000210	cae17520.1	CAE17520.1
BGC0000212	ssbg_00494	SSBG_00494
BGC0000213	ail50179.1	AIL50179.1
BGC0000213	ail50166.1	AIL50166.1
BGC0000219	cap12602.1	CAP12602.1
BGC0000219	cap12600.1	CAP12600.1
BGC0000220	EncM	encM
BGC0000220	EncM	encM
BGC0000224	aaq08916.1	AAQ08916.1
BGC0000230	grho7	grhO7
BGC0000230	grho3	grhO3
BGC0000230	grho6	grhO6
BGC0000230	grho1	grhO1
BGC0000230	grho5	grhO5
BGC0000230	grhj	grhJ
BGC0000230	aam33653.1	AAM33653.1
BGC0000230	aam33655.1	AAM33655.1
BGC0000239	LanE	lanE
BGC0000239	LanGT2	lanGT2
BGC0000239	LanGT1	lanGT1
BGC0000239	LanGT4	lanGT4
BGC0000239	aad13536.1	AAD13536.1
BGC0000239	aad13538.1	AAD13538.1
BGC0000241	abp54674.1	ABP54674.1
BGC0000247	caa61989.1	CAA61989.1
BGC0000247	caa61991.1	CAA61991.1
BGC0000250	caa12017.1	CAA12017.1
BGC0000253	cag14965.1	CAG14965.1
BGC0000253	cag14967.1	CAG14967.1
BGC0000262	aak57525.1	AAK57525.1
BGC0000267	acp19353.1	ACP19353.1
BGC0000269	SsfA	ssfA
BGC0000269	SsfM2	ssfM2
BGC0000269	SsfC	ssfC
BGC0000269	SsfG	ssfG
BGC0000269	SsfK	ssfK
BGC0000269	SsfX1	ssfX1
BGC0000269	SsfY3	ssfY3
BGC0000269	SsfS6	ssfS6
BGC0000269	SsfM3	ssfM3
BGC0000269	SsfB	ssfB
BGC0000269	SsfI	ssfI
BGC0000269	SsfX3	ssfX3
BGC0000269	SsfE	ssfE
BGC0000269	SsfU	ssfU
BGC0000269	SsfD	ssfD
BGC0000269	SsfO2	ssfO2
BGC0000269	SsfS1	ssfS1
BGC0000269	SsfY2	ssfY2
BGC0000269	SsfO1	ssfO1
BGC0000269	SsfP	ssfP
BGC0000269	SsfX2	ssfX2
BGC0000269	SsfN	ssfN
BGC0000269	SsfT1	ssfT1
BGC0000269	SsfL1	ssfL1
BGC0000269	SsfY1	ssfY1
BGC0000269	SsfS3	ssfS3
BGC0000269	SsfS2	ssfS2
BGC0000269	SsfM1	ssfM1
BGC0000269	SsfH	ssfH
BGC0000269	SsfV	ssfV
BGC0000269	SsfL2	ssfL2
BGC0000269	SsfS4	ssfS4
BGC0000269	SsfQ	ssfQ
BGC0000269	SsfF	ssfF
BGC0000269	SsfT2	ssfT2
BGC0000269	SsfY4	ssfY4
BGC0000269	SsfM4	ssfM4
BGC0000269	SsfS5	ssfS5
BGC0000269	SsfJ	ssfJ
BGC0000269	SsfR	ssfR
BGC0000273	caj42318.1	CAJ42318.1
BGC0000273	caj42320.1	CAJ42320.1
BGC0000274	afy23042.1	AFY23042.1
BGC0000275	aaa67515.1	AAA67515.1
BGC0000276	UrdGT1b	urdGT1b
BGC0000276	UrdGT1c	urdGT1c
BGC0000283	CetL	cetL
BGC0000283	CetM	cetM
BGC0000290	aam80549.1	AAM80549.1
BGC0000290	aam80549.1	AAM80549.1
BGC0000290	aam80549.1	AAM80549.1
BGC0000290	aam80549.1	AAM80549.1
BGC0000290	aam80549.1	AAM80549.1
BGC0000290	aam80547.1	AAM80547.1
BGC0000290	aam80547.1	AAM80547.1
BGC0000290	aam80550.1	AAM80550.1
BGC0000290	aam80550.1	AAM80550.1
BGC0000290	aam80550.1	AAM80550.1
BGC0000290	aam80548.1	AAM80548.1
BGC0000290	aam80548.1	AAM80548.1
BGC0000290	aam80545.1	AAM80545.1
BGC0000290	aam80545.1	AAM80545.1
BGC0000290	aam80551.1	AAM80551.1
BGC0000290	aam80551.1	AAM80551.1
BGC0000290	aam80551.1	AAM80551.1
BGC0000290	aam80536.1	AAM80536.1
BGC0000290	aam80528.1	AAM80528.1
BGC0000290	aam80552.1	AAM80552.1
BGC0000290	aam80552.1	AAM80552.1
BGC0000290	aam80552.1	AAM80552.1
BGC0000290	aam80546.1	AAM80546.1
BGC0000290	aam80546.1	AAM80546.1
BGC0000297	cam59603.1	CAM59603.1
BGC0000297	cam59605.1	CAM59605.1
BGC0000297	caj21199.2	CAJ21199.2
BGC0000297	cam59604.1	CAM59604.1
BGC0000297	cam59601.1	CAM59601.1
BGC0000297	cam59603.1	CAM59603.1
BGC0000297	cam59605.1	CAM59605.1
BGC0000297	caj21199.2	CAJ21199.2
BGC0000297	cam59604.1	CAM59604.1
BGC0000298	acm68686.1	ACM68686.1
BGC0000298	acm68686.1	ACM68686.1
BGC0000298	acm68686.1	ACM68686.1
BGC0000298	acm68687.1	ACM68687.1
BGC0000298	acm68687.1	ACM68687.1
BGC0000298	acm68687.1	ACM68687.1
BGC0000298	acm68688.1	ACM68688.1
BGC0000298	acm68688.1	ACM68688.1
BGC0000298	acm68688.1	ACM68688.1
BGC0000298	acm68685.1	ACM68685.1
BGC0000298	acm68685.1	ACM68685.1
BGC0000298	acm68685.1	ACM68685.1
BGC0000298	acm68685.1	ACM68685.1
BGC0000298	acm68687.1	ACM68687.1
BGC0000298	acm68688.1	ACM68688.1
BGC0000298	acm68686.1	ACM68686.1
BGC0000306	ssig_05823	SSIG_05823
BGC0000319	sscg_00147	SSCG_00147
BGC0000320	CesB	cesB
BGC0000320	CesA	cesA
BGC0000346	ahb38498.1	AHB38498.1
BGC0000374	aeh41787.1	AEH41787.1
BGC0000374	aeh41787.1	AEH41787.1
BGC0000374	aeh41787.1	AEH41787.1
BGC0000374	aeh41787.1	AEH41787.1
BGC0000374	aeh41787.1	AEH41787.1
BGC0000374	aeh41787.1	AEH41787.1
BGC0000374	aeh41802.1	AEH41802.1
BGC0000374	aeh41802.1	AEH41802.1
BGC0000374	aeh41802.1	AEH41802.1
BGC0000374	aeh41802.1	AEH41802.1
BGC0000374	aeh41802.1	AEH41802.1
BGC0000374	aeh41802.1	AEH41802.1
BGC0000374	aeh41802.1	AEH41802.1
BGC0000374	aeh41796.1	AEH41796.1
BGC0000374	aeh41796.1	AEH41796.1
BGC0000374	aeh41796.1	AEH41796.1
BGC0000374	aeh41796.1	AEH41796.1
BGC0000374	aeh41796.1	AEH41796.1
BGC0000374	aeh41796.1	AEH41796.1
BGC0000374	ace80255.1	ACE80255.1
BGC0000374	ace80255.1	ACE80255.1
BGC0000374	ace80255.1	ACE80255.1
BGC0000374	ace80255.1	ACE80255.1
BGC0000374	ace80255.1	ACE80255.1
BGC0000374	ace80255.1	ACE80255.1
BGC0000374	aeh41801.1	AEH41801.1
BGC0000374	aeh41801.1	AEH41801.1
BGC0000374	aeh41801.1	AEH41801.1
BGC0000374	aeh41801.1	AEH41801.1
BGC0000374	aeh41801.1	AEH41801.1
BGC0000374	aeh41801.1	AEH41801.1
BGC0000374	aeh41801.1	AEH41801.1
BGC0000374	aeh41784.1	AEH41784.1
BGC0000374	aeh41784.1	AEH41784.1
BGC0000374	aeh41784.1	AEH41784.1
BGC0000374	aeh41784.1	AEH41784.1
BGC0000374	aeh41784.1	AEH41784.1
BGC0000374	aeh41784.1	AEH41784.1
BGC0000374	aeh41784.1	AEH41784.1
BGC0000374	aeh41792.1	AEH41792.1
BGC0000374	aeh41792.1	AEH41792.1
BGC0000374	aeh41792.1	AEH41792.1
BGC0000374	aeh41792.1	AEH41792.1
BGC0000374	aeh41792.1	AEH41792.1
BGC0000374	aeh41792.1	AEH41792.1
BGC0000374	aeh41789.1	AEH41789.1
BGC0000374	aeh41789.1	AEH41789.1
BGC0000374	aeh41789.1	AEH41789.1
BGC0000374	aeh41789.1	AEH41789.1
BGC0000374	aeh41789.1	AEH41789.1
BGC0000374	aeh41789.1	AEH41789.1
BGC0000374	aeh41791.1	AEH41791.1
BGC0000374	aeh41791.1	AEH41791.1
BGC0000374	aeh41791.1	AEH41791.1
BGC0000374	aeh41791.1	AEH41791.1
BGC0000374	aeh41791.1	AEH41791.1
BGC0000374	aeh41791.1	AEH41791.1
BGC0000374	aeh41783.1	AEH41783.1
BGC0000374	aeh41783.1	AEH41783.1
BGC0000374	aeh41783.1	AEH41783.1
BGC0000374	aeh41783.1	AEH41783.1
BGC0000374	aeh41783.1	AEH41783.1
BGC0000374	aeh41783.1	AEH41783.1
BGC0000374	aeh41783.1	AEH41783.1
BGC0000374	aeh41790.1	AEH41790.1
BGC0000374	aeh41790.1	AEH41790.1
BGC0000374	aeh41790.1	AEH41790.1
BGC0000374	aeh41790.1	AEH41790.1
BGC0000374	aeh41790.1	AEH41790.1
BGC0000374	aeh41790.1	AEH41790.1
BGC0000374	aeh41788.1	AEH41788.1
BGC0000374	aeh41788.1	AEH41788.1
BGC0000374	aeh41788.1	AEH41788.1
BGC0000374	aeh41788.1	AEH41788.1
BGC0000374	aeh41788.1	AEH41788.1
BGC0000374	aeh41788.1	AEH41788.1
BGC0000374	aeh41785.1	AEH41785.1
BGC0000374	aeh41785.1	AEH41785.1
BGC0000374	aeh41785.1	AEH41785.1
BGC0000374	aeh41785.1	AEH41785.1
BGC0000374	aeh41785.1	AEH41785.1
BGC0000374	aeh41785.1	AEH41785.1
BGC0000374	aeh41785.1	AEH41785.1
BGC0000374	aeh41794.1	AEH41794.1
BGC0000393	mxan_3779	MXAN_3779
BGC0000398	afh75330.1	AFH75330.1
BGC0000419	aig79224.1	AIG79224.1
