BGC0000468	ripp.leader/follower_sequence
BGC0000472	ripp.leader/follower_sequence
BGC0000473	ripp.leader/follower_sequence
BGC0000474	ripp.leader/follower_sequence
BGC0000476	ripp.leader/follower_sequence
BGC0000477	ripp.leader/follower_sequence
BGC0000478	ripp.leader/follower_sequence
BGC0000479	ripp.leader/follower_sequence
BGC0000480	ripp.leader/follower_sequence
BGC0000482	ripp.leader/follower_sequence
BGC0000488	ripp.leader/follower_sequence
BGC0000501	ripp.leader/follower_sequence
BGC0000503	ripp.leader/follower_sequence
BGC0000506	ripp.leader/follower_sequence
BGC0000509	ripp.leader/follower_sequence
BGC0000511	ripp.leader/follower_sequence
BGC0000515	ripp.leader/follower_sequence
BGC0000517	ripp.leader/follower_sequence
BGC0000519	ripp.leader/follower_sequence
BGC0000529	ripp.leader/follower_sequence
BGC0000535	ripp.leader/follower_sequence
BGC0000544	ripp.leader/follower_sequence
BGC0000546	ripp.leader/follower_sequence
BGC0000551	ripp.leader/follower_sequence
BGC0000553	ripp.leader/follower_sequence
BGC0000554	ripp.leader/follower_sequence
BGC0000559	ripp.leader/follower_sequence
BGC0000563	ripp.leader/follower_sequence
BGC0000564	ripp.leader/follower_sequence
BGC0000566	ripp.leader/follower_sequence
BGC0000569	ripp.leader/follower_sequence
BGC0000578	ripp.leader/follower_sequence
BGC0000579	ripp.leader/follower_sequence
BGC0000582	ripp.leader/follower_sequence
BGC0000583	ripp.leader/follower_sequence
BGC0000592	ripp.leader/follower_sequence
BGC0000593	ripp.leader/follower_sequence
BGC0000597	ripp.leader/follower_sequence
BGC0000598	ripp.leader/follower_sequence
BGC0000601	ripp.leader/follower_sequence
BGC0000603	ripp.leader/follower_sequence
BGC0000604	ripp.leader/follower_sequence
BGC0000612	ripp.leader/follower_sequence
BGC0000613	ripp.leader/follower_sequence
BGC0000615	ripp.leader/follower_sequence
BGC0000616	ripp.leader/follower_sequence
BGC0000628	ripp.leader/follower_sequence
BGC0001145	ripp.leader/follower_sequence
BGC0001146	ripp.leader/follower_sequence
BGC0001155	ripp.leader/follower_sequence
BGC0001157	ripp.leader/follower_sequence
BGC0001167	ripp.leader/follower_sequence
BGC0001170	ripp.leader/follower_sequence
BGC0001173	ripp.leader/follower_sequence
BGC0001176	ripp.leader/follower_sequence
BGC0001226	ripp.leader/follower_sequence
BGC0001229	ripp.leader/follower_sequence
BGC0001311	ripp.leader/follower_sequence
BGC0001471	ripp.leader/follower_sequence
BGC0001473	ripp.leader/follower_sequence
BGC0001474	ripp.leader/follower_sequence
