BGC0000468	ripp_precursors(1)
BGC0000472	ripp_precursors(1)
BGC0000473	ripp_precursors(1)
BGC0000474	ripp_precursors(1)
BGC0000476	ripp_precursors(1)
BGC0000478	ripp_precursors(1)
BGC0000482	ripp_precursors(1)
BGC0000488	ripp_precursors(1)
BGC0000501	ripp_precursors(1)
BGC0000506	ripp_precursors(1)
BGC0000509	ripp_precursors(1)
BGC0000511	ripp_precursors(1)
BGC0000515	ripp_precursors(1)
BGC0000517	ripp_precursors(1)
BGC0000519	ripp_precursors(2)
BGC0000529	ripp_precursors(1)
BGC0000544	ripp_precursors(1)
BGC0000546	ripp_precursors(1)
BGC0000551	ripp_precursors(1)
BGC0000554	ripp_precursors(1)
BGC0000559	ripp_precursors(1)
BGC0000564	ripp_precursors(1)
BGC0000569	ripp_precursors(1)
BGC0000578	ripp_precursors(1)
BGC0000579	ripp_precursors(1)
BGC0000583	ripp_precursors(1)
BGC0000592	ripp_precursors(1)
BGC0000593	ripp_precursors(1)
BGC0000597	ripp_precursors(1)
BGC0000598	ripp_precursors(1)
BGC0000601	ripp_precursors(1)
BGC0000603	ripp_precursors(1)
BGC0000604	ripp_precursors(1)
BGC0000612	ripp_precursors(4)
BGC0000613	ripp_precursors(1)
BGC0000615	ripp_precursors(1)
BGC0000616	ripp_precursors(1)
BGC0000628	ripp_precursors(1)
BGC0001145	ripp_precursors(1)
BGC0001146	ripp_precursors(1)
BGC0001157	ripp_precursors(1)
BGC0001167	ripp_precursors(3)
BGC0001170	ripp_precursors(1)
BGC0001173	ripp_precursors(1)
BGC0001176	ripp_precursors(1)
BGC0001226	ripp_precursors(2)
BGC0001311	ripp_precursors(9)
BGC0001471	ripp_precursors(1)
BGC0001473	ripp_precursors(1)
